image_id,question,answer
71jY+QsKy0L,What is the background color of the phone case?,Pink
71jY+QsKy0L,Is the Apple logo visible on this case?,Yes
71jY+QsKy0L,What is the design printed on the back?,Lady
71IUpN-TScL,What animal is featured on the phone case?,Panda
71IUpN-TScL,What is the main color of the pandas?,Black
71IUpN-TScL,Is the case designed for a Motorola phone?,Yes
71Y6z1zPKQL,What kind of footwear is displayed?,Shoes
71Y6z1zPKQL,What is the primary color of the shoe?,Brown
71DbxNyCl-L,What phrase is printed on the phone case?,Daddy's girl
71DbxNyCl-L,What type of phone is this case designed for?,iPhone
91EmzOuv9SL,What is the prominent color in the pattern?,Yellow
91EmzOuv9SL,Is this item meant to be worn on the face?,Yes
61JHi45FvnL,What is this product used for?,Storage
61JHi45FvnL,What word is printed on the side?,Laundry
51VS-DF+wrL,What is the color of the phone case?,Transparent
51VS-DF+wrL,Is the phone case flexible?,Yes
51VS-DF+wrL,Does the phone case have cutouts?,Yes
71AUsyOPy6L,What animal is featured on the phone case?,Panda
71AUsyOPy6L,Is the phone cover design 2D or 3D?,3D
71AUsyOPy6L,What is the background color of the case?,Pink
81bYwzjAH0L,What kind of cookies are in the package?,Snickerdoodle
81bYwzjAH0L,What brand is on the package?,HappyBelly
81oaFWo3vkL,What color are the disposable gloves?,Orange
81oaFWo3vkL,How many glove boxes are visible?,Five
41KMPqpTdTL,What color is the phone case?,Black
41KMPqpTdTL,Is the screen cover transparent?,Yes
71TCcLR-fnL,What is the main color featured on the phone case?,Blue
71TCcLR-fnL,Is this a hard or soft case?,Hard
71TCcLR-fnL,What phone model is this case designed for?,OnePlus
812jtub4q9L,What is the closure style of the shoe?,Slip-on
812jtub4q9L,What is the color of the shoe?,Grey
51Fmeti+epL,What kind of supplement is this?,Prenatal
51Fmeti+epL,How many tablets are in this container?,130
51Fmeti+epL,Is this product vegan?,Yes
81AO+GqPh6L,What kind of design is on the phone case?,Floral
81AO+GqPh6L,What is the predominant color in the design?,Red
81AO+GqPh6L,Is the phone case designed for a Samsung phone?,Yes
81vZtM-Bb0L,What shape is the headboard?,Curved
81vZtM-Bb0L,What color is the bed frame?,Bronze
81suw1YJL+L,What is the material of the shoe?,Suede
81suw1YJL+L,What color are the oxfords?,Gray
A1n9pGO0I6L,How many packing cubes are stacked?,Four
A1n9pGO0I6L,What is the color of the packing cubes?,Black
A1n9pGO0I6L,What is the top material of the cube?,Mesh
B1R42llOS3S,What is the primary color?,Blue
B1R42llOS3S,Is this a close-up?,Yes
71gGfyGSNhL,What color is the flash drive?,Black
71gGfyGSNhL,What is the brand name displayed?,Eono
71gGfyGSNhL,Is the cap attached?,No
61AFE1jXIdL,What animal is featured on the back cover?,Cat
61AFE1jXIdL,What color is the phone case?,Pink
61AFE1jXIdL,Is the case flexible?,Yes
81omQ7XUm+L,What shape are the lighter colored figures?,Stars
81omQ7XUm+L,Is this a hard or soft case?,Hard
81omQ7XUm+L,What phone is this case for?,Samsung
81gbiLwHRBL,What animal is featured on the phone case?,Lion
81gbiLwHRBL,What is the primary color of the lion's mane?,Brown
81gbiLwHRBL,Is the case designed for a Vivo phone?,Yes
81pOBRCEJ3L,What color is the frame?,Black
81pOBRCEJ3L,What does the art encourage you to do?,Wild
81pOBRCEJ3L,Is there an arrow in the image?,Yes
71qQm1+QNeL,How many tweezers are in the set?,Two
71qQm1+QNeL,What material are these tweezers made of?,Steel
61LXr87tpJL,What kind of shoe is this?,Ballerina
61LXr87tpJL,What is the color of the shoe?,Black
61Em+GoAfeL,What shape is the charging adapter?,Round
61Em+GoAfeL,What color is the charging adapter?,Black
61Em+GoAfeL,Is the adapter wired or wireless?,Wired
81uCj5tRdrL,What is the main color of the phone case?,Grey
81uCj5tRdrL,What type of print is on the case?,3D
81uCj5tRdrL,What brand is this phone case for?,Motorola
71JQ3y4ZBHL,What is the dominant color of the zig-zag pattern?,Gold
71JQ3y4ZBHL,Is the cover designed for a Samsung phone?,Yes
71JQ3y4ZBHL,What kind of pattern does the phone case have?,Zigzag
7149ykWF+TL,How many planters are in the picture?,Two
7149ykWF+TL,What shape is the metal support?,Square
71qtQEkkhoL,What type of phone is this case designed for?,Samsung
71qtQEkkhoL,What is the main color that appears on the phone case?,Green
81ee+WrA38L,What is the main pattern on the phone cover?,Nuts
81ee+WrA38L,Is the phone case hard or soft?,Hard
71D+fMU4yzL,What color are these shoes?,White
71D+fMU4yzL,Are these shoes slip-ons?,Yes
61D5NZMO+lL,What color is the liquid inside the bottle?,Green
61D5NZMO+lL,What color is the bottle cap?,Red
61REfbeACeL,What color is the bread?,White
61REfbeACeL,Is this bread suitable for vegans?,Yes
61REfbeACeL,What is the brand name?,365
71iRm9m1XhL,What kind of pattern is on the phone case?,Blocks
71iRm9m1XhL,Is the phone case hard or soft?,Hard
71iRm9m1XhL,What is the primary color in the center?,Red
61MOfUHD2mL,What letter is printed on the phone case?,S
61MOfUHD2mL,What is the main color of the phone case?,Black
61MOfUHD2mL,Does the case have cutouts for the camera?,Yes
71p-zVt0L1L,What is the primary color of the phone case?,Red
71p-zVt0L1L,Is this a hard or soft case?,Hard
71p-zVt0L1L,What phone model is this case designed for?,Samsung
81uzZQT2VsL,What phrase is written on the phone case?,Easy
81uzZQT2VsL,What phone is this case designed for?,Samsung
81uzZQT2VsL,What is the background color?,Gray
61Gd3bL69NL,What is the depicted item designed to protect?,Phone
61Gd3bL69NL,What is the design printed on the back?,Drink
61Gd3bL69NL,What is the material of this phone accessory?,Hard
81uIpWdrsVL,What flavor is the pictured dessert?,Vanilla
81uIpWdrsVL,What brand is this product?,HappyBelly
616D9W1ZyNL,What animal is featured on this phone cover?,Cat
616D9W1ZyNL,What color is the phone case?,Black
91X+8Y0xhyL,What shape is this footrest?,Round
91X+8Y0xhyL,What is the primary material of the top surface?,Leather
713HfiNe5DL,What is the main color at the bottom?,Red
713HfiNe5DL,What type of design is on the case?,Pattern
91s+Racxy-L,What color is this AmazonBasics suitcase?,Purple
91s+Racxy-L,How many wheels does the suitcase have?,Four
81WY1x3Sj0L,What is the style of these shoes?,Sneakers
81WY1x3Sj0L,What pattern is on the shoe?,Camo
71qf65Jig5L,What phrase is written on the back?,Girlboss
71qf65Jig5L,What type of phone is this case designed for?,Vivo
81e-8Or4d7L,What is the main color?,Black
81e-8Or4d7L,How many wheels does the suitcase have?,Two
41DAdx8tiTL,What color is the fixture?,Bronze
41DAdx8tiTL,How many bulbs does the light use?,Two
61Hkn8YJYWL,What is the primary color of the umbrella cover?,Sand
61Hkn8YJYWL,What type of weather is the cover designed to protect against?,Rain
61q7f5K1VUL,What flavor is this coffee?,Peppermint
61q7f5K1VUL,What kind of beans are used?,Arabica
61q7f5K1VUL,Is this product organic?,Yes
81nOVCRg08L,What is the dominant color on the phone case?,Blue
81nOVCRg08L,Is this a hard or soft case?,Hard
81nOVCRg08L,What brand is this phone case?,Solimo
71-SllIIdML,What is the primary color of the leaf pattern?,Green
71-SllIIdML,Is the back cover flexible?,No
71-SllIIdML,What phone is this cover designed for?,Lenovo
71Xc-lEjOAL,What type of shoe is displayed?,Slipper
71Xc-lEjOAL,What is the color of the shoe?,Blue
81xMg-6j01L,What is the dominant color on the left side of the case?,Green
81xMg-6j01L,Is this a hard or soft case?,Hard
81xMg-6j01L,What phone is this case designed for?,Samsung
71NaVySgvzL,What word is displayed on the phone case?,Love
71NaVySgvzL,What shape is the green charm?,Heart
81DO3TE6-HL,What color is the bedding set?,Brown
81DO3TE6-HL,What shape are the main patterns on the duvet?,Circle
61fBDB2QZGL,What is the primary color of the smoke design?,Orange
61fBDB2QZGL,Is the phone case hard or soft?,Hard
71ij0xsKxqL,What city is depicted on the case?,Paris
71ij0xsKxqL,What is the color of the case?,Multicolor
71ij0xsKxqL,Is the case hard or soft?,Soft
61Xg0MBM-rL,What kind of accessory is this?,Tie
61Xg0MBM-rL,What is the primary color of the bow tie?,Purple
61Xg0MBM-rL,Is this tie pre-tied?,Yes
71jxGyJgeKL,How many USB-A ports are visible?,Two
71jxGyJgeKL,What color is the charger?,Black
71jxGyJgeKL,Is this a multi-port charger?,Yes
81gbQjxag8L,What phone model is this cover for?,Samsung
81gbQjxag8L,Is the cover design 3D?,Yes
715AhvOEe4L,What is the closure style?,Lace-up
715AhvOEe4L,What color are the shoes?,White
61a5zaNrRFL,What is the case color?,Clear
61a5zaNrRFL,Is the phone case flexible?,Yes
71C3vJ-NqPL,What monument is featured on the case?,Sphinx
71C3vJ-NqPL,Is the cover hard or soft?,Hard
71C3vJ-NqPL,What brand is the phone case?,Solimo
91f5hzwSZML,What color is the laptop case?,Navy
91f5hzwSZML,Is there a handle on the case?,Yes
91f5hzwSZML,Does the case have a shoulder strap?,Yes
71k70UIGPCL,What fruit is featured on the back of the phone?,Orange
71k70UIGPCL,What type of phone is this case designed for?,Nokia
71MJl3a-93L,How many glasses are in the set?,Four
71MJl3a-93L,What material are these drinking cups made of?,Glass
61LmSgp9k5L,What flavor is this drink mix?,Lemonade
61LmSgp9k5L,How many quarts can this container make?,Twelve
61LmSgp9k5L,What is the color of the container?,Yellow
61lt2ykTezL,What is the predominant color of the text?,Red
61lt2ykTezL,What is the relationship depicted on the case?,Fatherhood
81rjwU-y0zL,What is the color of the brand name?,Red
81rjwU-y0zL,Is the product loose or packaged?,Packaged
81jGWRjUJGL,What is the predominant color on the phone cover?,Blue
81jGWRjUJGL,Is this a hard or soft case?,Hard
81KSWMs54lL,What is the predominant color in the plaid design?,Blue
81KSWMs54lL,Is this case designed for a Poco phone?,Yes
81KSWMs54lL,What material is this phone cover made of?,Polycarbonate
51d93mliQbL,What is the mouse's color?,Black
51d93mliQbL,How many buttons does the mouse have?,Three
91rJYHSFG-L,What color is the window decoration?,Striped
91rJYHSFG-L,Is the window decoration hanging?,Yes
71W4jDyzMYL,What letter is printed on the case?,F
71W4jDyzMYL,What type of phone is this case designed for?,iPhone
61LgxujFuOL,What is the main color of the table?,Grey
61LgxujFuOL,Does the table have a lower shelf?,Yes
61LgxujFuOL,Are the table legs straight or turned?,Turned
81ijNSsMRUL,What is the main color of the bridge?,Brown
81ijNSsMRUL,What is the case designed for?,Samsung
716lPmGyW3L,How many deodorizer bottles are visible?,Three
716lPmGyW3L,What is the maximum number of sprays per bottle?,200
716lPmGyW3L,What is the product's intended room?,Bathroom
71wvvtpQ1JL,What fruit is featured on the phone case?,Lemon
71wvvtpQ1JL,What is the material of the phone case?,Hard
71Wast1rJ3L,What is the main color of the background on the phone case?,Black
71Wast1rJ3L,How many people are illustrated on the phone case?,Two
71Wast1rJ3L,Are there hearts in the design?,Yes
71nMa2hFaqL,What is the main color of the phone case?,Pink
71nMa2hFaqL,Is there a face on the cover?,Yes
612+ns1GzGL,What word is displayed on the side?,Laundry
612+ns1GzGL,What color is the container?,Gray
81hmIvQwu8L,What is the primary pattern on the rug?,Chevron
81hmIvQwu8L,What is the shape of the rug?,Rectangle
81hmIvQwu8L,What is the most prominent color on the rug?,Blue
717Y-fiqlQL,What color is the charging adapter?,Black
717Y-fiqlQL,How many ports does the charger have?,Six
81QPAtnq4nL,What is the main color of the trainers?,Pink
81QPAtnq4nL,Are these shoes lace-up?,Yes
81QPAtnq4nL,What kind of sole do these trainers have?,Rubber
81I+L2GmapL,What shape is predominantly featured on the case?,Heart
81I+L2GmapL,What word is written on the phone case?,Love
81I+L2GmapL,Is this a hard or soft case?,Hard
61fsQZwvAcL,What is being picked up by the UFO?,Pizza
61fsQZwvAcL,What brand of phone is this case for?,Apple
61fsQZwvAcL,What shape is the logo?,Apple
81witFRk24L,What is the color of the bed sheet?,White
81witFRk24L,What type of product is shown?,Bedding
81CtXqhGF2L,What flavor is advertised on this package?,Pumpkin
81CtXqhGF2L,Is this a limited time product?,Yes
81CtXqhGF2L,What brand is this coffee?,365
91H552g39TL,What color is the pattern on the pillow?,Black
91H552g39TL,How many pillows are patterned?,Two
91H552g39TL,Is this product from Amazon?,Yes
71Tryv-Gd5L,What is the main color of the necklace?,Silver
71Tryv-Gd5L,Is there a pendant on the necklace?,Yes
71Tryv-Gd5L,What type of jewelry is this?,Necklace
71MSblA-TiL,What is the main color of the 3D printed design?,White
71MSblA-TiL,Is the phone case hard or soft?,Hard
B1Pgqf7gJuS,What is the color of the chair?,Blue
B1Pgqf7gJuS,Is this a close-up of the chair?,Yes
91MSSh71WhL,What shape is this cross-body bag?,Circle
91MSSh71WhL,What is the color of the handbag?,Blue
91MSSh71WhL,How many tassels are visible?,Two
71OlloaypIL,What letter is displayed?,N
71OlloaypIL,What phone is this case for?,Samsung
71OlloaypIL,What is the primary color?,Blue
81cxPSLn7tL,What is the main color of the phone case?,Black
81cxPSLn7tL,Is the back cover slim or thick?,Slim
81cxPSLn7tL,What phone is this case designed for?,Asus
71bud23hVQL,What colors are visible on the phone case?,Yellow
71bud23hVQL,Is this a hard or soft case?,Hard
61W5qn3rW-L,What is the heel type?,Block
61W5qn3rW-L,What is the color of the sandal?,Black
81kkeOtEbmL,What phone is this case for?,Motorola
81kkeOtEbmL,What is the dominant color in the abstract design?,Blue
71XPwp6fozL,What color is the janitorial supply?,Black
71XPwp6fozL,How many wheels are visible on the cart?,Four
71XPwp6fozL,Is the cart empty?,Yes
61uCVEJk6HL,What word is repeated on the phone case?,love
61uCVEJk6HL,What shape is inside the letter O?,heart
61uCVEJk6HL,Is this case designed for a Samsung phone?,yes
71ZtDxb-DxL,What animal is featured on this phone cover?,Whale
71ZtDxb-DxL,What is the background color of the cover?,Black
71ZtDxb-DxL,Is there a lighthouse depicted?,Yes
61KgIqQ8CSL,What is the background color of the phone case?,blue
61KgIqQ8CSL,How many speakers are visible on the case?,three
61KgIqQ8CSL,What kind of phone is this case designed for?,Samsung
81anMgS65lL,What is the main color of the comforter?,Blue
81anMgS65lL,Is the comforter designed with characters?,Yes
81anMgS65lL,What is the style of the displayed bedding?,Comforter
818z7PLHkjL,How many bows are on the sandal?,Three
818z7PLHkjL,What is the color of the sandal?,Beige
61hdG0zW+FL,What is the primary color of the phone case?,Multi-colored
61hdG0zW+FL,Is this case designed for a Samsung phone?,Yes
61hdG0zW+FL,What shape are most of the design elements?,Circles
81X8czGRkuL,What color are the earcups?,Pink
81X8czGRkuL,What safety equipment is shown?,Earmuffs
41GKwn94Q9L,What color is the frame?,Silver
41GKwn94Q9L,What shape is the whiteboard?,Rectangular
61pPYXUap6L,What is the central color of the earring?,Pink
61pPYXUap6L,How many earrings are in the image?,Two
61pPYXUap6L,What shape are these earrings?,Round
71uyDy+jQcL,What color is the sofa?,Grey
71uyDy+jQcL,How many seats does this sofa have?,Two
71EwkgUqfjL,What is the main color of the phone case?,Black
71EwkgUqfjL,What kind of pattern is on the back of the case?,Floral
8134bUtovoL,What is the dominant color on the phone case?,Brown
8134bUtovoL,What is the case's design pattern?,Bricks
8134bUtovoL,Is the phone case hard or soft?,Hard
51RqSpzd1RL,What kind of shoes are these?,Sandals
51RqSpzd1RL,How many straps are visible?,Two
51RqSpzd1RL,What is the color of the sandal's straps?,Brown
814qpxBHSYL,What shape is featured on the phone case?,Foot
814qpxBHSYL,Is this a hard or soft case?,Hard
814qpxBHSYL,What kind of printing is used?,3D
71+7Btw3UYL,What is the main color featured on the phone case?,Multicolor
71+7Btw3UYL,Is the phone case design floral?,Yes
51A3yOkggCL,What geometric shape dominates the cover's design?,Triangle
51A3yOkggCL,Is the phone case colorful?,Yes
51A3yOkggCL,What phone model is this case designed for?,Xiaomi
71rdVQ32kjL,What animal is featured on this phone case?,Tiger
71rdVQ32kjL,Is the case design 2D or 3D?,3D
71oRK0YSljL,What is the primary color of the boots?,Brown
